rank,motif,id,x,y,test,mean_x,mean_y,enrichedIn,pval,FDR,padj,lfdr,family.id,family.name,class.id,class.name,superclass.id,superclass.name
95,MAFG::NFE2L1,MA0089.1,alpha,gamma,alpha_vs_gamma,-0.249915648078416,-0.714731362737027,alpha,4.6781445919419e-10,3.66033205234373e-09,2.70864571873436e-07,-8.43647951516314,"","",,"",,""
96,Pax6,MA0069.1,beta,delta,beta_vs_delta,-0.122612534658104,-0.360073153157228,beta,9.51036136091416e-10,3.90531860139667e-09,5.5064992279693e-07,-8.40834352998533,3.2.1,PD+HD,3.2,Paired box factors,3,Helix-turn-helix domains
97,KLF14,MA0740.1,alpha,gamma,alpha_vs_gamma,0.0962673553983296,-0.3125799652092,alpha,6.95678854524746e-10,5.29997443118195e-09,4.02798056769828e-07,-8.27572622557343,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
98,FOSL2,MA0478.1,alpha,gamma,alpha_vs_gamma,-1.60387249813985,-2.7032945433731,alpha,8.86015457011825e-10,6.57696089243393e-09,5.13002949609847e-07,-8.18197474051122,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
99,Arntl,MA0603.1,alpha,gamma,alpha_vs_gamma,0.184616259814125,-0.227470858041315,alpha,1.15844571563221e-09,8.38425086688809e-09,6.70740069351048e-07,-8.07653573555176,1.2.5,PAS,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
100,TFEB,MA0692.1,alpha,gamma,alpha_vs_gamma,0.00304662018220089,-0.441862900064722,alpha,1.32053775796048e-09,9.4393995291249e-09,7.64591361859117e-07,-8.02505563170638,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
101,JUND,MA0491.1,alpha,gamma,alpha_vs_gamma,-1.57925304857218,-2.65696419390954,alpha,1.33936504521817e-09,9.45722391684538e-09,7.75492361181321e-07,-8.02423632813627,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
102,MYC,MA0147.3,alpha,gamma,alpha_vs_gamma,0.0583282586059575,-0.336243709100607,alpha,1.73422656290203e-09,1.18131432931797e-08,1.00411717992027e-06,-7.92763452802163,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
103,TFEC,MA0871.1,alpha,gamma,alpha_vs_gamma,-0.0329865136432931,-0.436721196688761,alpha,4.21502526194029e-09,2.65271698550373e-08,2.44049962666343e-06,-7.57630908178941,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
104,Nr2f6,MA0677.1,alpha,gamma,alpha_vs_gamma,0.396631469650698,0.0101517402461945,alpha,4.93597811878912e-09,3.04035247955202e-08,2.8579313307789e-06,-7.517076064072,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
105,JUN(var.2),MA0489.1,alpha,gamma,alpha_vs_gamma,-1.57470653774133,-2.59252298970473,alpha,5.09893774194188e-09,3.10766837114142e-08,2.95228495258435e-06,-7.5075653322996,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
106,JUNB,MA0490.1,alpha,gamma,alpha_vs_gamma,-1.63481861151601,-2.69326226081614,alpha,5.70202761238137e-09,3.43903540371751e-08,3.30147398756881e-06,-7.46356335323876,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
107,NFKB2,MA0778.1,alpha,gamma,alpha_vs_gamma,0.276671270557729,-0.15986481183586,alpha,5.81023399465129e-09,3.46817060093103e-08,3.3641254829031e-06,-7.45989954752206,6.1.1,NFkappaB-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
108,Esrra,MA0592.2,beta,delta,beta_vs_delta,0.0736332422145211,-0.156987792260403,beta,1.04794020603959e-08,3.86469668341991e-08,6.06757379296925e-06,-7.41288458554544,2.1.1,Steroid hormone receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
109,FOSL1::JUN,MA1128.1,alpha,gamma,alpha_vs_gamma,-1.57287670088456,-2.60324946311753,alpha,9.74086174445478e-09,5.63995895003932e-08,5.63995895003932e-06,-7.24872405698054,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
109,FOSL1::JUN,MA1128.1,alpha,gamma,alpha_vs_gamma,-1.57287670088456,-2.60324946311753,alpha,9.74086174445478e-09,5.63995895003932e-08,5.63995895003932e-06,-7.24872405698054,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
110,TFE3,MA0831.2,alpha,gamma,alpha_vs_gamma,-0.055315050085876,-0.44530960693645,alpha,1.04226223226503e-08,5.97494883645004e-08,6.03469832481454e-06,-7.22366580923214,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
111,KLF13,MA0657.1,alpha,gamma,alpha_vs_gamma,0.133376803365355,-0.233010695205466,alpha,1.35622538557337e-08,7.69857351222528e-08,7.85254498246979e-06,-7.11358973887444,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
112,SREBF1,MA0595.1,alpha,gamma,alpha_vs_gamma,-0.0380611331230006,-0.40465161375061,alpha,1.39313064200823e-08,7.83128778371619e-08,8.06622641722768e-06,-7.10616681631048,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
113,TWIST1,MA1123.1,alpha,gamma,alpha_vs_gamma,-0.111606883998378,-0.471553344990246,alpha,1.5610262772865e-08,8.60794490046555e-08,9.03834214548883e-06,-7.06510052159176,1.2.3,Tal-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
114,ZBTB18,MA0698.1,alpha,gamma,alpha_vs_gamma,-0.049128604062051,-0.400037357214491,alpha,1.595068461574e-08,8.71268527595609e-08,9.23544639251345e-06,-7.0598479734885,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
115,FOS::JUND,MA1141.1,alpha,gamma,alpha_vs_gamma,-1.6077044201035,-2.60686253518777,alpha,1.75120505955332e-08,9.47614700449883e-08,1.01394772948137e-05,-7.0233682106395,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
115,FOS::JUND,MA1141.1,alpha,gamma,alpha_vs_gamma,-1.6077044201035,-2.60686253518777,alpha,1.75120505955332e-08,9.47614700449883e-08,1.01394772948137e-05,-7.0233682106395,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
116,FOSL1::JUNB,MA1137.1,alpha,gamma,alpha_vs_gamma,-1.44758301925448,-2.38545916499858,alpha,1.78236059421648e-08,9.55543318566055e-08,1.03198678405134e-05,-7.01974961987243,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
116,FOSL1::JUNB,MA1137.1,alpha,gamma,alpha_vs_gamma,-1.44758301925448,-2.38545916499858,alpha,1.78236059421648e-08,9.55543318566055e-08,1.03198678405134e-05,-7.01974961987243,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
117,BATF::JUN,MA0462.1,alpha,gamma,alpha_vs_gamma,-1.25577276604106,-2.03533296778588,alpha,2.61488677510906e-08,1.35180307391799e-07,1.51401944278814e-05,-6.86908657033216,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
117,BATF::JUN,MA0462.1,alpha,gamma,alpha_vs_gamma,-1.25577276604106,-2.03533296778588,alpha,2.61488677510906e-08,1.35180307391799e-07,1.51401944278814e-05,-6.86908657033216,1.1.4,B-ATF-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
118,Npas2,MA0626.1,alpha,gamma,alpha_vs_gamma,0.149166762718082,-0.218918006761518,alpha,2.80630384487065e-08,1.42597588050451e-07,1.62484992618011e-05,-6.84588782024319,1.2.5,PAS,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
119,MLXIPL,MA0664.1,alpha,gamma,alpha_vs_gamma,0.125236483945872,-0.247358938096362,alpha,3.78476414075924e-08,1.88911934267207e-07,2.1913784374996e-05,-6.72374060521911,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
120,TCF4,MA0830.1,alpha,gamma,alpha_vs_gamma,0.229160084548038,-0.109236715941954,alpha,3.78201007837059e-08,1.88911934267207e-07,2.18978383537657e-05,-6.72374060521911,1.2.1,E2A,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
121,Foxq1,MA0040.1,beta,delta,beta_vs_delta,-0.000973598565982135,-0.215537191701834,beta,7.40207505886945e-08,2.43511446538944e-07,4.28580145908541e-05,-6.61348061945197,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
122,PPARA::RXRA,MA1148.1,alpha,gamma,alpha_vs_gamma,0.264988438776072,-0.0698502671920797,alpha,5.37939313170943e-08,2.57410630021468e-07,3.11466862325976e-05,-6.58937352244973,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
122,PPARA::RXRA,MA1148.1,alpha,gamma,alpha_vs_gamma,0.264988438776072,-0.0698502671920797,alpha,5.37939313170943e-08,2.57410630021468e-07,3.11466862325976e-05,-6.58937352244973,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
123,FOS::JUN,MA0099.3,alpha,gamma,alpha_vs_gamma,-1.47903227392798,-2.40360478542608,alpha,6.36302779213214e-08,3.0198304029873e-07,3.68419309164451e-05,-6.52001744681603,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
123,FOS::JUN,MA0099.3,alpha,gamma,alpha_vs_gamma,-1.47903227392798,-2.40360478542608,alpha,6.36302779213214e-08,3.0198304029873e-07,3.68419309164451e-05,-6.52001744681603,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
124,MNT,MA0825.1,alpha,gamma,alpha_vs_gamma,0.142617492617581,-0.192065884448933,alpha,7.76178267529774e-08,3.65371721056699e-07,4.49407216899739e-05,-6.43726506909156,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
125,SP8,MA0747.1,alpha,gamma,alpha_vs_gamma,0.0583913757937007,-0.247239340158563,alpha,7.98956469498452e-08,3.730611256771e-07,4.62595795839604e-05,-6.42822000366226,2.3.1,Three-zinc finger Krüppel-related,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
126,MXI1,MA1108.1,alpha,gamma,alpha_vs_gamma,0.0475621213729117,-0.313402485436837,alpha,8.63811890742955e-08,4.00117667792137e-07,5.00147084740171e-05,-6.39781227127728,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
127,FOSL2::JUN,MA1130.1,alpha,gamma,alpha_vs_gamma,-1.52339303319067,-2.45501372933669,alpha,9.57619847149497e-08,4.40049120237745e-07,5.54461891499559e-05,-6.3564988429285,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
127,FOSL2::JUN,MA1130.1,alpha,gamma,alpha_vs_gamma,-1.52339303319067,-2.45501372933669,alpha,9.57619847149497e-08,4.40049120237745e-07,5.54461891499559e-05,-6.3564988429285,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
128,NR4A2,MA0160.1,alpha,gamma,alpha_vs_gamma,0.046694467623805,-0.308516704180594,alpha,1.05831910805329e-07,4.78724034033482e-07,6.12766763562857e-05,-6.31991476849444,2.1.4,NGFI(NR4A),2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
129,FOSL1::JUND,MA1142.1,alpha,gamma,alpha_vs_gamma,-1.35297437531003,-2.19456504774374,alpha,1.25606786712192e-07,5.59433303895072e-07,7.27263295063593e-05,-6.25225168299966,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
129,FOSL1::JUND,MA1142.1,alpha,gamma,alpha_vs_gamma,-1.35297437531003,-2.19456504774374,alpha,1.25606786712192e-07,5.59433303895072e-07,7.27263295063593e-05,-6.25225168299966,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
130,NFE2,MA0841.1,alpha,gamma,alpha_vs_gamma,-1.34523249900619,-2.13105400255124,alpha,1.44769049069445e-07,6.39857094742051e-07,8.38212794112086e-05,-6.19391701022705,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
131,Tcf12,MA0521.1,beta,delta,beta_vs_delta,0.221847654880891,-0.0324244992915899,beta,2.14432297860291e-07,6.639374356209e-07,0.000124156300461108,-6.17787284328978,1.2.1,E2A,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
132,FOS::JUNB,MA1134.1,alpha,gamma,alpha_vs_gamma,-1.46339829959394,-2.34526910893922,alpha,1.62150595842652e-07,7.11251477218903e-07,9.38851949928952e-05,-6.14797681859708,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
132,FOS::JUNB,MA1134.1,alpha,gamma,alpha_vs_gamma,-1.46339829959394,-2.34526910893922,alpha,1.62150595842652e-07,7.11251477218903e-07,9.38851949928952e-05,-6.14797681859708,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
133,FOXB1,MA0845.1,alpha,gamma,alpha_vs_gamma,0.507991300782089,0.138457187303114,alpha,1.68263476043399e-07,7.32515433301714e-07,9.7424552629128e-05,-6.13518322076612,3.3.1,FOX,3.3,Fork head / winged helix factors,3,Helix-turn-helix domains
134,HOXB13,MA0901.1,beta,delta,beta_vs_delta,0.0561060003853615,-0.139688747002552,beta,2.55596473256325e-07,7.87182755401129e-07,0.000147990358015412,-6.10392442844379,3.1.1,HOX,3.1,Homeo domain factors,3,Helix-turn-helix domains
135,Id2,MA0617.1,alpha,gamma,alpha_vs_gamma,0.106454416971105,-0.236193415819406,alpha,2.01200576195541e-07,8.62926915683098e-07,0.000116495133617218,-6.06402598465512,1.2.8,HLH only,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
136,JUN::JUNB,MA1132.1,alpha,gamma,alpha_vs_gamma,-1.30427217316391,-2.08979587014108,alpha,2.10525706283055e-07,8.96282234837419e-07,0.000121894383937889,-6.04755521161952,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
137,FOSL2::JUND,MA1144.1,alpha,gamma,alpha_vs_gamma,-1.41392356313612,-2.28344393525406,alpha,2.25013335990028e-07,9.50968770352017e-07,0.000130282721538226,-6.02183374498318,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
137,FOSL2::JUND,MA1144.1,alpha,gamma,alpha_vs_gamma,-1.41392356313612,-2.28344393525406,alpha,2.25013335990028e-07,9.50968770352017e-07,0.000130282721538226,-6.02183374498318,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
138,Myog,MA0500.1,beta,delta,beta_vs_delta,0.257441467748359,0.01394685561287,beta,3.44113341428647e-07,1.04314986747218e-06,0.000199241624687187,-5.98165329278102,1.2.2,MyoD-ASC-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
139,SREBF2(var.2),MA0828.1,alpha,gamma,alpha_vs_gamma,0.0320369149399934,-0.308714208327717,alpha,3.03147859045683e-07,1.25373293133893e-06,0.00017552261038745,-5.90179496653446,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
140,FOSB::JUNB,MA1135.1,alpha,gamma,alpha_vs_gamma,-1.45011721511918,-2.30262061945371,alpha,3.12568571697299e-07,1.28352626250167e-06,0.000180977203012736,-5.8915952407106,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
140,FOSB::JUNB,MA1135.1,alpha,gamma,alpha_vs_gamma,-1.45011721511918,-2.30262061945371,alpha,3.12568571697299e-07,1.28352626250167e-06,0.000180977203012736,-5.8915952407106,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
141,NFAT5,MA0606.1,beta,delta,beta_vs_delta,-0.0600095796920673,-0.272730671802896,beta,4.38808197995143e-07,1.309638900202e-06,0.000254069946639188,-5.88284843355628,6.1.3,NFAT-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
142,ZIC1,MA0696.1,beta,delta,beta_vs_delta,0.150027728444325,-0.0339002222291871,beta,4.43246805876738e-07,1.31610205437247e-06,0.000256639900602631,-5.88071043296191,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
143,GATA3,MA0037.3,alpha,gamma,alpha_vs_gamma,1.52359423657377,1.0884234304654,alpha,3.59223471828213e-07,1.46472105766574e-06,0.000207990390188535,-5.83424507473041,2.2.1,C4-GATA-related,2.2,Other C4 zinc finger-type factors,2,Zinc-coordinating DNA-binding domains
144,FOSL2::JUNB,MA1138.1,alpha,gamma,alpha_vs_gamma,-1.37298803724922,-2.18582949789919,alpha,3.70247126136639e-07,1.49911248974206e-06,0.000214373086033114,-5.82416577753113,1.1.1,Jun-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
144,FOSL2::JUNB,MA1138.1,alpha,gamma,alpha_vs_gamma,-1.37298803724922,-2.18582949789919,alpha,3.70247126136639e-07,1.49911248974206e-06,0.000214373086033114,-5.82416577753113,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
145,USF2,MA0526.2,alpha,gamma,alpha_vs_gamma,-0.0644412201657804,-0.426855834539549,alpha,3.93046071609527e-07,1.5803727462633e-06,0.000227573675461916,-5.8012404683917,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
146,SIX1,MA1118.1,beta,delta,beta_vs_delta,0.131110659793605,-0.0862381018245972,beta,5.69349695648656e-07,1.65655011950036e-06,0.000329653473780572,-5.78079541985256,3.1.6,HD-SINE,3.1,Homeo domain factors,3,Helix-turn-helix domains
147,RXRB,MA0855.1,alpha,gamma,alpha_vs_gamma,0.389492480133252,0.0484519583775808,alpha,4.36764045957969e-07,1.74404401799768e-06,0.000252886382609664,-5.75844255808909,2.1.3,RXR-related receptors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
148,BHLHE41,MA0636.1,alpha,gamma,alpha_vs_gamma,0.161135133694134,-0.191896397678309,alpha,4.40240941071301e-07,1.74588701972797e-06,0.000254899504880283,-5.75798386389293,1.2.4,Hairy-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
149,NFATC1,MA0624.1,beta,delta,beta_vs_delta,-0.0117141268937492,-0.218781310847292,beta,6.21415910222298e-07,1.79004881601349e-06,0.000359799812018711,-5.74713512531273,6.1.3,NFAT-related,6.1,Rel homology region (RHR) factors,6,Immunoglobulin fold
150,GATA2,MA0036.3,alpha,gamma,alpha_vs_gamma,1.51879193406653,1.09874418196557,alpha,4.80940066595506e-07,1.8943149561823e-06,0.000278464298558798,-5.72254781183735,2.2.1,C4-GATA-related,2.2,Other C4 zinc finger-type factors,2,Zinc-coordinating DNA-binding domains
151,NFYB,MA0502.1,alpha,gamma,alpha_vs_gamma,0.044728730458366,-0.306165145408519,alpha,6.33106500955539e-07,2.47681529765714e-06,0.000366568664053257,-5.60610637863788,4.2.1,Heteromeric CCAAT-binding,4.2,Heteromeric CCAAT-binding factors,4,Other all-alpha-helical DNA-binding domains
152,Rarg(var.2),MA0860.1,beta,delta,beta_vs_delta,0.06531444403623,-0.124862623159764,beta,9.81960513135469e-07,2.77343969319725e-06,0.000568555137105436,-5.55698127315865,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
153,POU2F1,MA0785.1,alpha,gamma,alpha_vs_gamma,0.334632612174671,0.0252044837240875,alpha,8.33691223463911e-07,3.15494913977519e-06,0.000482707218385605,-5.50100763752699,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
154,Rarg,MA0859.1,alpha,gamma,alpha_vs_gamma,0.141808809354936,-0.171157235077445,alpha,8.78460193546026e-07,3.30278215625422e-06,0.000508628452063149,-5.48112007040689,2.1.2,Thyroid hormone receptor-related factors,2.1,Nuclear receptors with C4 zinc fingers,2,Zinc-coordinating DNA-binding domains
155,Ddit3::Cebpa,MA0019.1,alpha,gamma,alpha_vs_gamma,0.165326750494213,-0.162521830417872,alpha,9.52986267385846e-07,3.55986483107358e-06,0.000551779048816405,-5.44856649198031,1.1.8,CEBP-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
156,Ascl2,MA0816.1,beta,delta,beta_vs_delta,0.251042604282307,0.0133020898538446,beta,1.73623464829806e-06,4.83307625656047e-06,0.00100527986136458,-5.31577635248327,1.2.2,MyoD-ASC-related,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
157,MYCN,MA0104.4,alpha,gamma,alpha_vs_gamma,0.00505740302075609,-0.287130570307247,alpha,1.68678373662397e-06,6.06613530127501e-06,0.000976647783505276,-5.21708790725618,1.2.6,bHLH-ZIP,1.2,Basic helix-loop-helix factors (bHLH),1,Basic domains
158,JDP2,MA0655.1,alpha,gamma,alpha_vs_gamma,-1.24157618094224,-1.93388802217454,alpha,2.24882806831565e-06,7.79683503925006e-06,0.00130207145155476,-5.10808165422377,1.1.2,Fos-related,1.1,Basic leucine zipper factors (bZIP),1,Basic domains
159,NFYA,MA0060.3,alpha,gamma,alpha_vs_gamma,0.119912207566043,-0.218088556847756,alpha,2.41162253931229e-06,8.311484822987e-06,0.00139632945026182,-5.08032138381805,4.2.1,Heteromeric CCAAT-binding,4.2,Heteromeric CCAAT-binding factors,4,Other all-alpha-helical DNA-binding domains
160,ZNF354C,MA0130.1,alpha,gamma,alpha_vs_gamma,0.202640912461767,-0.0868293474595813,alpha,2.68243825269362e-06,9.13606910770355e-06,0.0015531317483096,-5.0392406239646,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
161,ZNF24,MA1124.1,alpha,gamma,alpha_vs_gamma,0.0333520622792059,-0.245295610676117,alpha,2.67043094701125e-06,9.13606910770355e-06,0.00154617951831952,-5.0392406239646,2.3.3,More than 3 adjacent zinc fingers,2.3,C2H2 zinc finger factors,2,Zinc-coordinating DNA-binding domains
162,POU5F1,MA1115.1,alpha,gamma,alpha_vs_gamma,0.34016314782669,0.0330562943429646,alpha,3.1396924866477e-06,1.05690811033082e-05,0.00181788194976902,-4.97596276946743,3.1.10,POU,3.1,Homeo domain factors,3,Helix-turn-helix domains
163,Spz1,MA0111.1,alpha,gamma,alpha_vs_gamma,0.12943599431779,-0.159427241524255,alpha,3.20076075714334e-06,1.07123727074335e-05,0.00185324047838599,-4.97011432565569,"","",,"",,""
